paper,case.study,old.case.study,new.case.study,efres.division.code,efres.group.code,efres.division,efres.group,efres.class,variable,sign,country,country2,continent,experiment.type,system.type,exper.system,experiment.design,other.fb,taxa,genera,order,origin,size.area,tank.size,water.volume,water.depth,sediment.depth,chlorophyll,nitrogen,phosphorous,carbon,o2,temperature,pH,soft.tissue,dry.weight,weight.g.m2,total.weight,number.fb,density.fb.volume,density.fb.area,length,test,significant,N_effect,X_effect,S_effect,SE_effect,N_ctr,X_ctr,S_ctr,SE_ctr,mul.out,yi,vi
P3992,P3992.1,P3992.1.2,P3992.1,2,2.1,human.inputs,human.inputs,mediation.wastes,As.concentration.FB,1,USA,USA,NorthAm,Field,DisposalFacility,DisposalFacilityField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,104,0.97,0.23,0.0451,16,7.262,1.787,0.8935,3992.1,-6.470697249,0.66452408
P578,P578,P578.5,P578.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ra.concentration.FB,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Elliptio.buckleyi,Elliptio,Unionida,native,na,na,na,0.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,27,79,8.4853,6,16,0.83,0.01,0.0071,578.1,6.114702173,1.53523613
P1149,P1149.2,P1149.2.11,P1149.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Biodeposition.rate.Cd.system,-1,Canada,Canada,NorthAm,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,400,800,na,na,t.test,Y,48,689.9,471.1,271.9897,80,45.6,7.9,3.533,1149.2,-5.241343532,0.751438629
P2000,P2000.1,P2000.1.6,P2000.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ca.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,9.5,na,0,na,na,na,na,25,8.3,na,na,na,na,na,na,na,na,na,na,6,33.5,0.81,0.4677,2,38.5,0,0,2000.1,1.221796509,0.777772601
P1979,P1079.1,P1079.1.1,P1079.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Clear.system.phase.duration,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,206700000,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mann.whitney,Y,3,13.3,1.5,0.866,17,6.1,3.1,0.7519,na,2.325593111,0.49492657
P1188,P1188.1,P1188.1.5,P1188.1,2,2.1,human.inputs,human.inputs,mediation.wastes,SiO2.concentration.system,-1,Canada,Canada,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,na,na,0,na,11.12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,190,0.9,0.02,0.0021,190,0.5691,0.1169,0.012,1188.1,3.894722135,0.130134529
P4170,P4170.1,P4170.1.2,P4170.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ash.proportion.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,7,na,na,na,na,na,na,21,na,na,na,na,na,na,na,na,na,na,na,42,5.5071,1.7468,0.3812,6,10375,2582.4878,1491,4170.1,6.430255838,1.183855849
P2991,P2991.1,P2991.1.1,P2991.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.content.FB,1,Canada,Canada,NorthAm,Lab,Lake,LakeLab,Repeated,Y,Several,Several,Myida,non.native,na,na,na,10.5,na,na,na,na,na,na,na,na,na,0.34,na,na,na,na,11800,na,na,na,6,100,12.82,7.4,6,0,0,0,2991.1,11.58166852,7.496477639
P3070,P3070.1,P3070.1.1.,P3070.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ammonia.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Elliptio.complanata,Elliptio,Unionida,native,na,500,na,na,na,0,na,1.7,na,11.74,24.15,7.54,na,na,na,na,75,na,na,na,t.test,N,48,0.1,0.11,0.03,12,10,0,0,3070.1,42.70969085,31.42770321
P5051,P5051.1,P5051.1.1,P5051.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ammonia.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,2827,1,na,1.8,na,0,na,0.01,na,5.5,25.7,7.5,na,1.2,na,na,162,na,0.23,1.22,anova,Y,4,10.97,1.885,0.9425,4,1.3683,0.098,0.049,na,-6.255583143,2.823841863
P2375,P2375.1,P2375.1.1,P2375.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cu.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.22,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.47,na,na,36,0.67,0.09,0.03,36,0.7,0.15,0.05,2375.1,-0.042542812,0.093914857
P2375,P2375.3,P2375.3.1,P2375.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Cu.concentration.FB,1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.22,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.47,na,na,27,22,3,1,27,17,3,1,2375.2,2.222222222,0.32685907
P336,P336.1,na,P336.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Hg.content.system,-1,USA,USA,NorthAm,Lab,na,Lab,Independent,Y,Elliptio.complanata,Elliptio,Unionida,native,na,0.8,na,0.95,na,na,na,na,na,na,21.1,na,na,na,na,na,na,na,na,6,na,na,42,570,140,30.5505,6,510,125,72.1688,336.1,-0.452538515,0.224640301
P336,P336.2,na,P336.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.concentration.FB,1,USA,USA,NorthAm,Lab,na,Lab,Independent,Y,Elliptio.complanata,Elliptio,Unionida,native,na,0.8,na,0.95,na,na,na,na,na,na,21.1,na,na,na,na,na,na,na,na,6,na,na,168,150,31.2,6.8084,24,110,18.2,10.5078,336.2,2.024037966,0.15614566
P4619,P4619.1,na,P4619.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Corbicula.fluminea,Corbicula,Venerida,non.native,na,0.32,na,na,0.03,na,na,na,na,8,23,7.9,na,na,na,na,8,0.8,24,na,na,na,9,0.69,0.2078,0.12,9,0,0,0,4619.1,-12.03849112,7.382935093
P346,P346.1,P346.1,P346.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.concentration.FB,1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Corbicula.spp,Corbicula,Venerida,non.native,na,na,15,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21.42,na,na,18,1.37,0.75,0.1768,3,11.67,2.3036,1.33,na,-9.595586715,2.550668676
P980,P980.1,P980.1.1,P980.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cu.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,na,na,na,na,na,na,na,na,15,na,na,na,na,na,na,na,na,1,t.test,Y,13,5.2,1.4,0.3883,10,0,0,0,na,-4.735940385,0.651954406
P1115,P1115.1.,P1115.1.16,P1115.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Carbohydrates.excretion.rate.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,0.5,na,0,na,na,na,na,na,22,na,na,na,na,na,15,30,na,2,na,na,20,0.0318,0.0118,0.0037,2,0,0,0,1115.2,-2.546246973,0.759054478
P1115,P1115.1.,P1115.1.1,P1115.3,2,2.1,human.inputs,human.inputs,mediation.wastes,Plastic.clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,0.2,na,0,na,na,na,na,na,22,na,na,na,na,na,1,5,na,na,na,na,36,0.144,0.106,0.0612,12,0,0,0,1115.3,1.231277352,0.203887227
P1701,P1701.1,P1701.1.1,P1701.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cd.concentration.FB,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,0.23,na,na,0.02,na,0.59,0.02,na,na,14.5,6.4,na,na,na,na,30,na,na,na,na,na,8,61.8,39.2,13.8593,4,6.1,3.4,1.7,na,1.565161019,0.421598669
P2991,P2991.2,P2991.2.1,P2991.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.content.FB,1,Canada,Canada,NorthAm,Lab,na,Lab,Repeated,Y,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,na,10.5,na,na,na,na,na,na,na,na,na,0.13,na,na,na,na,186000,na,na,na,6,16,7.1,4.1,6,0,0,0,2991.2,2.515859438,0.596376757
P345,P345.1,P345.1.2,P345.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.concentration.FB,1,USA,USA,NorthAm,Lab,na,Lab,Independent,Y,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,40,na,na,na,na,12.35,na,na,10,7.28,na,na,na,na,na,na,na,6.9,kruskal.wallis,Y,8,1055.1,333.613,235.9,12,0.69,0.2252,0.13,345.1,3.686509145,0.819113777
P2283,P2283.1,P2283.1.1.,P2283.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Hydrocarbon.concentration.FB,1,Canada,Canada,NorthAm,Field,River,RiverField,Repeated,N,Elliptio.complanata,Elliptio,Unionida,native,na,na,na,5.35,na,na,na,na,na,5.4,16,7.5,na,na,na,na,85,0.5,na,6.8,t.test,Y,19,27.5585,42.0611,9.6495,19,1.0737,2.4935,0.5721,na,0.870284507,0.110858576
P5060,P5060.1,P5060.1.4,P5060.1,2,2.1,human.inputs,human.inputs,mediation.wastes,As.concentration.FB,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,N,Several,Several,Unionida,native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,anova,Y,64,0.14,0.5822,0.1455,13,10.79,1.885,0.9425,5060.1,186.5622977,1054.699805
P1013,P1013.2,P1013.2.1,P1013.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.content.FB,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,anova,Y,132,0.6,0.07,0.0122,60,0.45,0.03,0.0077,1013.2,-0.827302591,0.070698794
P2390,P2390.1,P2390.1.13,P2390.1,2,2.1,human.inputs,human.inputs,mediation.wastes,As.sediment.concentration.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,35.26,na,0.05,na,na,na,na,8,21,7.7,na,na,na,na,120,3.4,1463,2.5,anova,Y,432,2.275,0.84,0.198,432,0.84,0.175,0.0412,2390.1,-0.426398328,0.041971142
P601,P601.1,P601.1.2,P601.2,2,2.1,human.inputs,human.inputs,mediation.wastes,O.concentration.system,1,USA,USA,NorthAm,Meso,River,RiverMeso,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,1,0.75,na,na,na,na,na,10.79,31.2,na,na,na,na,na,na,na,1530,1.17,na,na,9,95.6522,104.35,34.7826,3,36,6.9282,4,na,0.589641089,0.39318475
P2390,P2390.1,P2390.1.27,P2390.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Cd.concentration.FB,1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,35.26,na,0.05,na,na,na,na,8,21,7.7,na,na,na,na,120,3.4,1463,1.5,anova,Y,36,43.0769,3.0769,1.7765,36,1.5385,0.3846,0.2221,2390.2,2.815234703,0.625144432
P601,P601.1,P601.1.1,P601.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Methane.flux.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,1,0.75,na,na,na,na,na,10.79,31.2,na,na,na,na,na,na,na,1530,1.17,na,na,9,0.44,0.33,0.1111,3,36,6.9282,4,na,10.54635794,5.013100963
P5413,P5413.1,P5413.1.3,P5413.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.concentration.system,-1,Canada,Canada,NorthAm,Meso,WTP,WTPMeso,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,5700,na,na,na,500,15.5,350,4.25,15.5,7.6,na,na,na,na,1000,0.3,na,na,kruskal.wallis,Y,900,6,1,0.0577,409,5.5,0.02,0.0067,5413.1,-4.619229287,0.037804298
P4651,P4651.1,na,P4651.1,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sedimentation.rate.system,1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,1500,3.24,na,1,0.08,na,na,0.05,na,11,19.4,9.25,na,na,na,na,na,na,8000,1.8,t.test,Y,12,169,1281.72,370,12,86,450.3332,130,na,0.083422579,0.155515577
P2376,P2376.1,P2376.1.2,P2376.4,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sedimentation.rate.system,1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.22,na,0.13,na,na,na,na,na,na,14,na,na,na,na,na,na,na,1825,2.03,na,na,48,3.4,1.131,0.4,48,2,1,0.3536,2376.4,1.789617057,0.169843562
P191,P191.2,na,P191.2,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sediment.concentration.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,1,na,na,na,na,na,na,na,25,na,na,na,na,na,1,1,na,na,ancova,Y,12,0.4,0.1039,0.03,12,0.26,0.0346,0.01,na,1.745623409,0.218853947
P5332,P5332.1,P5332.2,P5332.1,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sediment.compression.system,1,USA,USA,NorthAm,na,na,na,Independent,Y,Ptychobranchus.fasciolaris,Ptychobranchus,Unionida,native,na,6.4,na,na,1.4,na,na,na,na,11,16.5,8.1,na,na,na,na,640,na,100,0.9,anova,Y,400,150,14.14,1,6,1.0828,1.6672,0.9626,5332.1,5.033214034,0.293111104
P2376,P2376.1,P2376.1.3,P2376.5,3,3.1,physico.chemical.conditions,sediment.control,water.conditions,Biodeposition.rate.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.22,na,0.13,na,na,na,na,na,na,23,na,na,na,na,na,na,na,1835,2.03,na,na,28,0.28,0.057,0.02,28,0.235,0.0566,0.02,2376.5,-0.809672006,0.129327768
P3391,P3391.2,P3391.2.2,P3391.3,3,3.1,physico.chemical.conditions,sediment.control,water.conditions,Leaflitter.stoichiometry.(C.N),1,USA,USA,NorthAm,Meso,na,Meso,Independent,N,Fusconaia.cerina,Fusconaia,Unionida,native,na,na,164,0.4,na,0,0,na,na,na,22.5,na,na,8,na,na,8,0.05,30,na,tukey,Y,12,32.8,2.72,1.11,2,0,0,0,3391.3,9.136875425,4.274009809
P3391,P3391.2,P3391.2.1,P3391.2,3,3.1,physico.chemical.conditions,sediment.control,water.conditions,Leaflitter.decomposition,1,USA,USA,NorthAm,Meso,na,Meso,Independent,N,Cyclonaias.asperata,Cyclonaias,Unionida,native,na,na,164,0.4,na,0,0,na,na,na,22.5,na,na,8.76,na,na,8,0.05,30,na,tukey,N,12,44.3,3.04,1.24,2,0,0,0,3391.2,9.868378567,5.030808275
P3391,P3391.2,P3391.2.1,P3391.1,3,3.1,physico.chemical.conditions,sediment.control,water.conditions,Leaflitter.decomposition,1,USA,USA,NorthAm,Meso,na,Meso,Independent,N,Several,Several,Unionida,native,na,na,164,0.4,na,0,0,na,na,na,22.5,na,na,6.02,na,na,8,0.05,30,na,tukey,Y,12,48.2,2.91,1.19,2,0,0,0,3391.1,10.84362317,6.041109509
P3963,P3963.1,P3963.1.4,P3963.1,3,3.1,physico.chemical.conditions,sediment.control,water.conditions,Biodeposition.rate.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,36.7,1.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3800,1.7,t.test,Y,8,81.4,14.4,7.2,6,3.2,0.9,0.5196,3963.1,33.19975774,98.27401171
P2376,P2376.1,P2376.1.1,P2376.3,3,3.2,physico.chemical.conditions,regulation.chemical,mediation.wastes,Turbidity.level.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.22,na,0.13,na,na,na,na,na,na,14,na,na,na,na,na,na,na,917,1.47,na,na,42,0.9,0.02,0.0071,42,1.45,0.16,0.0566,2376.3,3.59681947,0.27974289
P330,P330.3,P330.3.2,P330.3,3,3.2,physico.chemical.conditions,regulation.chemical,mediation.wastes,Turbidity.level.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,37,na,0.04,0.1,na,0.17,na,na,na,na,na,na,na,na,na,na,296.75,2.2,duncan,Y,3,0,0,0,9,542,255,85,na,2.193572568,0.57918825
P2000,P2000.1,P2000.1.3,P2000.2,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Suspended.sediments.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,9.5,na,0,na,na,na,na,25,8.3,na,na,na,na,na,na,na,na,na,na,3,1.6,0.92,0.5312,1,8.4,0,0,na,4.223602484,2.665226393
P3070,P3070.3,P3070.3.1.,P3070.3,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Suspended.sediments.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Elliptio.complanata,Elliptio,Unionida,native,na,500,na,na,na,0,na,1.7,na,11.74,24.15,7.54,na,na,na,na,75,na,na,na,t.test,Y,36,0.0261,0.0124,0.0036,48,0.31,0.25,0.06,3070.3,1.601458305,0.09192992
P191,P191.1,na,P191.1,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Sediment.concentration.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Elliptio.crassidens,Elliptio,Unionida,native,na,na,1,na,na,na,na,na,na,na,25,na,na,na,na,na,1,1,na,na,ancova,Y,24,0.05,0.3464,0.1,24,0.16,0.866,0.25,191.1,-0.027964881,0.097347361
P1865,p1865.1,P1865.1.1,P1865.1,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Suspended.sediments.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Elliptio.complanata,Elliptio,Unionida,native,na,na,10,na,na,na,na,na,na,na,21.5,na,na,na,na,123,11,1.13,na,10.4,na,na,9,16,3,1,9,55,3,1,na,12.38095238,4.459561602
P631,P631.1,P631.1.2,P631.1,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Seston.concentration.system,-1,USA,USA,NorthAm,Lab,Lab,LabLab,Independent,Y,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,38,na,0.02,na,na,na,na,na,23.4,na,na,na,na,na,na,na,32,21,anova,Y,12,3,5.2,3,162,4.93,6.98,1.64,631.1,-0.402705093,0.155449044
P5212,P5212.5,P5212.5.1,P5212.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,590000,na,na,6.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4460,na,na,na,14,1.04,1.36,0.3635,3,45,0,0,na,-32.95556366,32.30785725
P1149,P1149.1,P1149.1.10,P1149.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Biodeposition.rate.organic.matter.system,-1,Canada,Canada,NorthAm,Field,Lake,LakeField,Independent,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,400,800,na,na,t.test,N,48,101.3,31.8,18.3597,80,13.9,4.8,2.1466,1149.1,-5.897253857,0.943456857
P1188,P1188.1,P1188.1.3,P1188.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO3.concentration.system,-1,Canada,Canada,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,na,na,0,na,11.12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,190,0.448,0.004,0.0004,190,0.3809,0.0077,8.00E-04,1188.2,-3.356469766,0.118647768
P4651,P4651.7,P4651.3,P4651.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,1114000000,na,na,na,5,na,0.05,15.3,na,na,na,na,na,na,na,na,na,na,3200,na,anova,Y,6,3,0.98,0.4,6,1.86,0.049,0.02,na,-1.516664343,0.379868282
P5218,P5218.1,na,P5218.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Nutrient.concentration.FB,1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,na,Several,Several,Myida,non.native,26000000000,na,na,5.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,330,0.045,0.02,0.003,138,0.038,0.0192,0.004,5218.1,-0.081628809,0.022900624
P2061,P2061.1,P2061.1.2,P2061.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,207000000,na,na,6.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.63,anova,Y,24,7,1.47,0.6,16,9.7,1.6,0.8,2061.1,0.196797441,0.198947707
P2061,P2061.2,P2061.2.1,P2061.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,207000000,na,na,6.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.63,anova,Y,6,4,1.2247,0.5,4,3,1,0.5,na,0.788420752,0.371004055
P2000,P2000.1,P2000.1.9,P2000.4,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,9.5,na,0,na,na,na,na,25,8.3,na,na,na,na,na,na,na,na,na,na,14,3.7925,2.042,0.5457,1,1.1538,0,0,na,1.216200956,0.998390342
P1957,P1957.2,P1957.2.,P1957.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,92,2.35,1.06,0.11,81,1.23,0.68,0.08,na,1.235728046,0.027425115
P1979,P1079.1,P1079.1.2,P1079.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,206700000,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mann.whitney,Y,3,4.1,0.9,0.5196,17,3.2,0.6,0.1455,na,1.346173835,0.405021587
P4651,P4651.6,P4651.3,P4651.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,C.concentration.FB,1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,1114000000,na,na,na,5,na,0.05,15.3,na,na,na,na,na,na,na,na,na,na,3200,na,anova,Y,6,21.4,5.14,2.1,6,15.3,1.9596,0.8,na,1.447607766,0.371339012
P2000,P2000.1,P2000.1.4,P2000.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,C.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,9.5,na,0,na,na,na,na,25,8.3,na,na,na,na,na,na,na,na,na,na,9,2.05,0.17,0.0981,3,1.9,0,0,2000.3,1.590662932,0.514326081
P2815,P2815.2,P2815.2.1,P2815.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,C.fixation.rate,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,5.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,71617,na,anova,Y,16,5.8199,2.98,1.7211,16,1.291,1.027,0.4593,2815.1,2.130429187,0.30632133
P1188,P1188.1,P1188.1.1,P1188.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,Canada,Canada,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,na,na,0,na,11.12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,95,3.999,0.71,0.0728,95,1.8066,0.3044,0.0312,na,3.99757695,0.062939038
P5314,P5314.2,P5314.2.1,P5314.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,6.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,19.8,3.92,1.6,3,39.2,0.2,0.1155,na,5.202369263,1.89865317
P761,P761.1,P761.1.3,P761.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.excretion.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Several,Several,Myida,non.native,2700000000,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8348,na,na,na,1352,624,1794,69,4,2307.6923,961.5385,679.9104,761.1,9.625681282,0.388684805
P2585,P2585.1,P2585.1.1,P2585.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.concentration.rate.system,-1,USA,USA,NorthAm,Lab,Lake,LakeLab,Repeated,N,Several,Several,Several,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38,0.04,0.0493,0.008,118,0.002,0.0109,0.001,na,-1.456334497,0.041249564
P3536,P3536.1,P3536.1.2,P3536.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.excretion.system,-1,Canada,Canada,NorthAm,Lab,Lake,LakeLab,Independent,na,Several,Several,Myida,non.native,na,na,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,12.5,41.7,na,2,na,na,252,40,18.1,2.4631,39,174.65,0,0,3536.1,-0.725614551,0.207190857
